"","Rk","Player","Age","Pos","GP","G","A","PTS","+/-","PIM","EV","PP","SH","GW","S","S%","TOI","ATOI","OPS","DPS","PS","BLK","HIT","FOW","FOL","FO%","TEAM"
"1","1","Ryan Getzlaf","31","C","74","15","58","73","7","49","43","14","1","3","138","10.9","1559","21:04","5.5","2.1","7.6","88","99","509","503","50.3","ANA"
"2","2","Ryan Kesler","32","C","82","22","36","58","8","83","24","12","0","2","186","11.8","1747","21:18","4.1","2.4","6.5","75","146","1029","764","57.4","ANA"
"3","3","Corey Perry","31","RW","82","19","34","53","2","76","19","15","0","3","215","8.8","1453","17:43","4.0","1.8","5.8","35","81","7","13","35.0","ANA"
"4","4","Rickard Rakell","23","C","71","33","18","51","10","12","11","7","0","10","177","18.6","1234","17:23","6.0","1.9","7.8","32","81","62","85","42.2","ANA"
"5","5","Jakob Silfverberg","26","RW","79","23","26","49","10","20","22","4","0","5","227","10.1","1460","18:29","4.0","2.1","6.1","46","47","1","6","14.3","ANA"
"6","6","Cam Fowler","25","D","80","11","28","39","7","20","17","10","1","3","186","5.9","1988","24:51","3.1","5.2","8.3","134","29","0","0","","ANA"
"7","7","Andrew Cogliano","29","LW","82","16","19","35","11","26","18","0","1","2","178","9.0","1241","15:08","2.2","1.9","4.2","27","76","8","10","44.4","ANA"
"8","8","Nick Ritchie","21","LW","77","14","14","28","4","62","13","1","0","3","149","9.4","1000","12:59","1.9","1.3","3.2","24","247","4","4","50.0","ANA"
"9","9","Antoine Vermette","34","C","72","9","19","28","-7","42","13","6","0","1","88","10.2","1145","15:54","0.9","1.1","2.0","45","51","744","451","62.3","ANA"
"10","10","Sami Vatanen","25","D","71","3","21","24","3","30","9","12","0","0","117","2.6","1538","21:40","1.1","3.8","4.9","128","75","0","0","","ANA"
"11","11","Hampus Lindholm","23","D","66","6","14","20","13","36","10","4","0","2","94","6.4","1482","22:27","1.1","4.5","5.6","94","98","2","0","100.0","ANA"
"12","12","Josh Manson","25","D","82","5","12","17","14","82","11","0","1","1","88","5.7","1527","18:38","0.6","4.7","5.3","79","227","0","0","","ANA"
"13","13","Ondrej Kase","21","RW","53","5","10","15","-1","18","10","0","0","2","77","6.5","625","11:47","0.5","0.7","1.2","14","42","1","6","14.3","ANA"
"14","14","Patrick Eaves","32","RW","20","11","3","14","8","8","3","0","0","1","55","20.0","314","15:42","1.9","0.7","2.6","11","29","0","0","","ANA"
"15","15","Kevin Bieksa","35","D","81","3","11","14","0","63","9","2","0","1","94","3.2","1519","18:45","0.0","3.5","3.5","100","173","0","0","","ANA"
"16","16","Joseph Cramarossa","24","LW","49","4","6","10","1","51","4","0","2","1","26","15.4","481","9:49","0.2","0.6","0.8","22","108","6","1","85.7","ANA"
"17","17","Logan Shaw","25","RW","55","3","7","10","3","10","6","0","1","1","59","5.1","534","9:43","0.0","0.8","0.7","18","62","55","90","37.9","ANA"
"18","18","Shea Theodore","21","D","34","2","7","9","-6","28","5","1","1","1","60","3.3","589","17:19","0.5","0.9","1.4","30","14","0","0","","ANA"
"19","19","Chris Wagner","25","C","43","6","1","7","2","6","1","0","0","0","40","15.0","402","9:21","0.3","0.6","0.9","24","112","62","86","41.9","ANA"
"20","20","Korbinian Holzer","28","D","32","2","5","7","0","23","5","0","0","0","14","14.3","432","13:31","0.5","1.0","1.5","34","71","0","0","","ANA"
"21","21","Brandon Montour","22","D","27","2","4","6","11","14","3","1","0","0","50","4.0","469","17:23","0.3","2.0","2.3","24","21","0","0","","ANA"
"22","22","Ryan Garbutt","31","LW","27","2","1","3","-3","20","0","0","1","1","26","7.7","247","9:10","-0.1","0.2","0.0","12","53","7","4","63.6","ANA"
"23","23","Clayton Stoner","31","D","14","1","2","3","0","28","2","0","0","0","16","6.3","246","17:33","0.1","0.6","0.7","17","35","0","0","","ANA"
"24","24","Jared Boll","30","RW","51","0","3","3","-3","87","3","0","0","0","13","0.0","297","5:49","-0.5","0.2","-0.3","14","68","0","1","0.0","ANA"
"25","25","Stefan Noesen","23","RW","12","2","0","2","2","2","0","0","0","0","12","16.7","79","6:33","0.2","0.2","0.4","1","10","21","34","38.2","ANA"
"26","26","Nate Thompson","32","C","30","1","1","2","4","14","1","0","0","0","19","5.3","312","10:23","-0.5","0.5","0.0","9","69","130","115","53.1","ANA"
"27","27","Michael Sgarbossa","24","C","9","0","2","2","-2","0","1","1","0","0","7","0.0","85","9:28","0.0","0.0","0.0","4","6","34","47","42.0","ANA"
"28","28","John Gibson","23","G","52","0","1","1","0","4","1","0","0","0","0","","2950","56:44","0.0","0.0","10.3","0","2","0","0","","ANA"
"29","29","Nick Sorensen","22","RW","5","0","1","1","-1","2","1","0","0","0","7","0.0","54","10:53","0.0","0.0","0.0","3","2","1","0","100.0","ANA"
"30","30","Jonathan Bernier","28","G","39","0","0","0","0","4","0","0","0","0","0","","1993","51:06","0.0","0.0","6.0","0","0","0","0","","ANA"
"31","31","Simon Despres","25","D","1","0","0","0","0","0","0","0","0","0","1","0.0","16","16:08","0.0","0.0","0.0","1","1","0","0","","ANA"
"32","32","Emerson Etem","24","LW","3","0","0","0","1","2","0","0","0","0","0","","26","8:48","-0.1","0.1","0.0","0","4","0","1","0.0","ANA"
"33","33","Nicolas Kerdiles","23","LW","1","0","0","0","1","0","0","0","0","0","0","","11","11:08","0.0","0.1","0.0","2","0","1","0","100.0","ANA"
"34","34","Kalle Kossila","23","LW","1","0","0","0","0","0","0","0","0","0","1","0.0","7","6:54","0.0","0.0","0.0","0","1","3","4","42.9","ANA"
"35","35","Jacob Larsson","19","D","4","0","0","0","-1","2","0","0","0","0","2","0.0","66","16:26","-0.1","0.1","0.0","1","1","0","0","","ANA"
"36","36","Jaycob Megna","24","D","1","0","0","0","1","0","0","0","0","0","0","","15","15:20","0.0","0.1","0.1","0","0","0","0","","ANA"
"37","37","Mason Raymond","31","LW","4","0","0","0","-2","0","0","0","0","0","3","0.0","36","8:55","-0.1","0.0","-0.1","0","3","0","1","0.0","ANA"
"38","38","Dustin Tokarski","27","G","1","0","0","0","0","0","0","0","0","0","0","","10","9:47","0.0","0.0","0.1","","0","","","","ANA"
"39","39","Corey Tropp","27","RW","1","0","0","0","-1","0","0","0","0","0","0","","9","9:28","0.0","0.0","-0.1","0","2","0","0","","ANA"
"40","1","Radim Vrbata","35","RW","81","20","35","55","-18","16","24","11","0","4","233","8.6","1369","16:54","4.5","0.9","5.3","31","48","17","30","36.2","ARI"
"41","2","Oliver Ekman-Larsson","25","D","79","12","27","39","-25","48","16","11","0","1","145","8.3","1945","24:37","3.2","2.4","5.6","85","112","0","0","","ARI"
"42","3","Max Domi","21","LW","59","9","29","38","-9","40","22","7","0","1","108","8.3","1002","16:59","2.4","0.8","3.2","21","28","5","5","50.0","ARI"
"43","4","Alex Goligoski","31","D","82","6","30","36","-9","28","22","7","1","0","112","5.4","1913","23:20","2.3","3.6","5.9","143","137","0","0","","ARI"
"44","5","Tobias Rieder","24","RW","80","16","18","34","-8","6","13","4","1","1","155","10.3","1385","17:19","1.7","1.3","3.0","38","24","4","9","30.8","ARI"
"45","6","Christian Dvorak","20","LW","78","15","18","33","7","22","15","3","0","1","88","17.0","1218","15:37","1.9","1.7","3.6","56","72","471","535","46.8","ARI"
"46","7","Shane Doan","40","RW","74","6","21","27","-3","48","19","2","0","0","144","4.2","1114","15:03","0.5","1.2","1.7","22","101","94","105","47.2","ARI"
"47","8","Martin Hanzal","29","C","51","16","10","26","-15","43","6","4","0","2","126","12.7","948","18:35","2.0","0.5","2.5","45","105","596","468","56.0","ARI"
"48","9","Jordan Martinook","24","LW","77","11","14","25","-8","40","11","1","2","2","109","10.1","1207","15:41","0.6","1.1","1.7","68","50","460","577","44.4","ARI"
"49","10","Brendan Perlini","20","LW","57","14","7","21","-4","20","5","2","0","2","92","15.2","846","14:50","1.5","0.8","2.3","15","42","1","1","50.0","ARI"
"50","11","Jakob Chychrun","18","D","68","7","13","20","-14","47","12","1","0","0","86","8.1","1133","16:40","1.6","1.4","3.0","99","109","0","0","","ARI"
"51","12","Jamie McGinn","28","LW","72","9","8","17","-23","23","6","2","0","2","116","7.8","948","13:10","0.2","0.2","0.4","18","116","1","2","33.3","ARI"
"52","13","Connor Murphy","23","D","77","2","15","17","-13","45","15","0","0","1","81","2.5","1477","19:11","0.3","2.3","2.5","119","201","0","0","","ARI"
"53","14","Anthony Duclair","21","LW","58","5","10","15","-7","14","8","2","0","1","76","6.6","771","13:18","0.0","0.6","0.7","17","22","4","4","50.0","ARI"
"54","15","Alexander Burmistrov","25","C","26","5","9","14","-1","6","8","1","0","0","32","15.6","400","15:24","1.0","0.4","1.4","15","32","125","165","43.1","ARI"
"55","16","Anthony DeAngelo","21","D","39","5","9","14","-13","37","3","6","0","1","60","8.3","667","17:06","1.3","0.4","1.7","48","31","0","0","","ARI"
"56","17","Ryan White","28","C","46","7","6","13","-8","70","6","0","0","1","43","16.3","504","10:57","0.8","0.3","1.1","26","138","35","46","43.2","ARI"
"57","18","Lawson Crouse","19","LW","72","5","7","12","-20","48","7","0","0","2","84","6.0","856","11:53","-0.5","0.2","-0.3","29","160","1","1","50.0","ARI"
"58","19","Peter Holland","26","C","40","5","6","11","-14","18","6","0","0","0","66","7.6","526","13:09","0.3","0.0","0.3","8","34","202","244","45.3","ARI"
"59","20","Josh Jooris","26","RW","42","3","7","10","-3","10","6","0","1","0","64","4.7","555","13:13","-0.1","0.5","0.4","24","28","192","199","49.1","ARI"
"60","21","Brad Richardson","31","RW","16","5","4","9","-1","15","3","0","1","0","25","20.0","246","15:21","0.9","0.2","1.1","7","19","121","109","52.6","ARI"
"61","22","Michael Stone","26","D","45","1","8","9","-5","12","4","4","0","0","57","1.8","910","20:13","0.0","1.7","1.6","102","98","1","0","100.0","ARI"
"62","23","Luke Schenn","27","D","78","1","7","8","-9","85","7","0","0","0","94","1.1","1408","18:03","-0.8","2.5","1.7","134","286","0","0","","ARI"
"63","24","Christian Fischer","19","RW","7","3","0","3","0","0","0","0","0","1","10","30.0","86","12:20","0.4","0.1","0.5","0","9","0","0","","ARI"
"64","25","Laurent Dauphin","21","C","24","2","1","3","-2","12","1","0","0","1","32","6.3","262","10:55","-0.2","0.2","0.0","11","32","37","45","45.1","ARI"
"65","26","Clayton Keller","18","LW","3","0","2","2","-3","0","1","1","0","0","0","","38","12:40","0.1","-0.1","0.0","0","0","0","0","","ARI"
"66","27","Teemu Pulkkinen","25","LW","4","1","0","1","-1","4","0","0","0","0","6","16.7","39","9:46","0.1","0.0","0.1","0","2","0","1","0.0","ARI"
"67","28","Kevin Connauton","26","D","24","0","1","1","-1","24","1","0","0","0","21","0.0","315","13:08","-0.3","0.6","0.4","22","48","0","0","","ARI"
"68","29","Tyler Gaudet","23","C","4","0","1","1","0","0","1","0","0","0","3","0.0","52","12:59","0.0","0.1","0.0","1","3","14","21","40.0","ARI"
"69","30","Dylan Strome","19","C","7","0","1","1","-5","0","1","0","0","0","6","0.0","96","13:41","-0.2","-0.1","-0.3","2","3","31","46","40.3","ARI"
"70","31","Louis Domingue","24","G","31","0","0","0","0","0","0","0","0","0","0","","1599","51:34","0.0","0.0","4.6","0","0","0","0","","ARI"
"71","32","Marek Langhamer","22","G","1","0","0","0","0","0","0","0","0","0","0","","16","15:31","0.0","0.0","0.0","","0","","","","ARI"
"72","33","Jamie McBain","28","D","3","0","0","0","-1","0","0","0","0","0","3","0.0","50","16:40","-0.1","0.0","0.0","4","0","0","0","","ARI"
"73","34","Zbynek Michalek","34","D","3","0","0","0","1","0","0","0","0","0","3","0.0","53","17:40","-0.1","0.2","0.1","5","7","0","0","","ARI"
"74","35","Justin Peters","30","G","3","0","0","0","0","0","0","0","0","0","0","","133","44:18","0.0","0.0","0.3","","0","","","","ARI"
"75","36","Mike Smith","34","G","55","0","0","0","0","14","0","0","0","0","1","0.0","3202","58:13","0.0","0.0","10.9","0","1","0","0","","ARI"
"76","1","Johnny Gaudreau","23","LW","72","18","43","61","-7","4","31","12","0","3","182","9.9","1331","18:29","4.8","1.3","6.1","14","9","0","0","","CGY"
"77","2","Sean Monahan","22","C","82","27","31","58","-1","20","22","9","0","4","199","13.6","1441","17:35","5.2","1.7","6.9","25","34","743","701","51.5","CGY"
"78","3","Mikael Backlund","27","C","81","22","31","53","9","36","19","9","3","7","197","11.2","1426","17:36","4.1","2.1","6.2","41","55","711","768","48.1","CGY"
"79","4","Dougie Hamilton","23","D","81","13","37","50","12","64","24","12","1","5","222","5.9","1594","19:41","4.8","4.7","9.5","94","68","0","0","","CGY"
"80","5","Matthew Tkachuk","19","LW","76","13","35","48","14","105","25","10","0","2","142","9.2","1114","14:40","3.5","1.9","5.4","22","65","8","15","34.8","CGY"
"81","6","Michael Frolik","28","RW","82","17","27","44","13","58","21","5","1","1","202","8.4","1401","17:05","2.7","2.2","4.9","48","60","13","16","44.8","CGY"
